"Id","R","Rm","Nome","Squadra","Pv","Mv","Fm","Gf","Gs","Rp","Rc","R+","R-","Ass","Amm","Esp","Au"
"4292","D","Ds;E","Hernandez T.","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5877","D","E","Carlos Augusto","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6066","D","Dd;Dc","Posch","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"554","D","E","Zappacosta","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4237","D","Dd;Ds;Dc","Danilo","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4245","D","Dc","Smalling","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4409","D","Dc","Rrahmani","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6041","D","Dc","Schuurs","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"460","D","Dc","Romagnoli","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2120","D","Dc","Bastoni","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2788","D","Dc","Bremer","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4751","D","Dc","Tomori","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5067","D","E","Bakker","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5481","D","Dd;Ds;E","Mazzocchi","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5513","D","E","Dumfries","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"513","D","Dc","Acerbi","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2296","D","Dc","Mancini","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2525","D","Dd;Dc","Darmian","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2724","D","Dc","Buongiorno","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5375","D","E","Maehle","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5480","D","Dd;E","Ebuehi","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5851","D","Ds;E","Doig","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","D","Ds;E","Mario Rui","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","D","Ds;E","Biraghi","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1852","D","E","Spinazzola","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2164","D","Dc","Milenkovic","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5498","D","Dc","Casale","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5835","D","Dd;Dc","Baschirotto","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6055","D","Dc","Thiaw","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"357","D","Dd;E","Calabria","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"581","D","Dd;E","Faraoni","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"695","D","Dc","Toloi","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"697","D","E","Cuadrado","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2160","D","E","Gosens","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2640","D","Ds;Dc","Kolasinac","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4317","D","Dc","N'dicka","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4530","D","Ds;E","Kyriakopoulos","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4904","D","Dc","Mari'","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5526","D","Dc","Scalvini","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5677","D","Dc","Perez N.","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5847","D","Dc","Bijol","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6220","D","Dd;E","Kristensen","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6396","D","Dc","Natan","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","D","Dc","Izzo","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393","D","Dc","Luperto","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2169","D","Ds;Dc","Rodriguez R.","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2593","D","Ds;E","Martin","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4210","D","Dc","Mina","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4332","D","Dc","Demiral","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4887","D","Dd;E","Bellanova","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4899","D","E","Singo","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5449","D","Ds;E","Parisi","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5885","D","Dd;E","Dodo'","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6046","D","Dc","Hien","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","D","Dd;Ds;E","Hysaj","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"253","D","Dd;Ds;Dc","D'ambrosio","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"787","D","Dc","Djimsiti","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2130","D","E","Hateboer","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2181","D","Dc","Palomino","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2188","D","Dd;Ds;E","Marusic","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4331","D","Dc","Ibanez","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4958","D","Ds;Dc","Caldirola","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4976","D","Dd;Dc","Kalulu","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5532","D","Ds;E","Bradaric","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5840","D","Ds;E","Olivera","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6042","D","Dc","Lucumi'","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","D","Ds;Dc","Masina","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","D","Dc","De Vrij","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"660","D","Dc","Gyomber","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"662","D","Ds;Dc","Alex Sandro","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2318","D","Ds;E","Rogerio","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2869","D","Dc","Djidji","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4426","D","Dd;E","Toljan","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4461","D","Dd;E","Zappa","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4994","D","E","Vojvoda","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5239","D","Dc","Llorente D.","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5323","D","Dc","Martinez Quarta","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5365","D","Dd;Dc","Dragusin","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5555","D","Ds;E","Kamara H.","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5718","D","Dc","Viti","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5831","D","Dc","Gatti","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5867","D","Dd;E","Gendrey","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6202","D","Dc","Beukema","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6230","D","Dc","Dossena","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","D","Dc","Romagnoli S.","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","D","Ds;Dc","Juan Jesus","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"327","D","Dd;Dc","Patric","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"770","D","Ds;E","Pezzella Giu.","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2252","D","Ds;Dc","Marchizza","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2263","D","Dd;E","Lazzari","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2653","D","Ds;E","Lykogiannis","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4263","D","Dc","Kabasele","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4378","D","Ds;Dc","Ranieri L.","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4421","D","Ds;E","Augello","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4502","D","Ds;E","Gallo","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4897","D","Dc","Pirola","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4982","D","Dc","Erlic","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5010","D","Dc","Ismajli","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5520","D","Dd;Ds;E","Cambiaso","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5603","D","Dc","Pongracic","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5701","D","Dc","Obert","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5747","D","Dc","Tressoldi","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5838","D","Dd;Ds;E","Birindelli","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6047","D","Dd;E","Ehizibue","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6211","D","Ds;E","Zemura","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","D","Ds;E","Azzi","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6245","D","Dd;Dc","Vogliacco","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","D","Dc","Bonucci","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"791","D","Dd;Ds;E","Sabelli","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1891","D","Dd;Dc","Ceccherini","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1895","D","Dc","Ferrari G.","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2174","D","Dd;Ds;E","Venuti","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2633","D","Dc","Kjaer","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2728","D","Ds;E","Pellegrini Lu.","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2758","D","Dc","Gunter","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4385","D","E","Lazaro","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4493","D","Dc","Dawidowicz","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4891","D","Dc","Soumaoro","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4934","D","Dc","Lovato","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5509","D","Ds;E","Vina","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5514","D","Ds;Dc","Vasquez","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5527","D","Dd;E","Zanoli","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5750","D","Dc","Ostigard","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5848","D","Dd;E","Ebosele","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5856","D","Dd;E","Sambia","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6217","D","Dc","Bisseck","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","D","Dc","Rugani","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"358","D","Dd;Ds;E","De Sciglio","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","D","Dc","Goldaniga","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"464","D","Dd;Ds;E","Florenzi","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2083","D","Dd;Dc","Biraschi","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2192","D","Dc","Bonifazi","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2285","D","Dc","Bani","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2769","D","Dc","Magnani","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4374","D","Dc","Walukiewicz","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4433","D","Dd;Ds;E","Zortea","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4495","D","Dc","Kumbulla","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4657","D","Dd;E","Celik","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4925","D","Ds;Dc","Carboni A.","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5316","D","Ds;Dc","Amione","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5354","D","Ds;E","Ruggeri","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5447","D","Dc","Altare","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5450","D","Dd;E","Stojanovic","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5554","D","Dd;Dc","Daniliuc","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5691","D","Dc","Zima","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5739","D","Dd;Dc","De Winter","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5748","D","Dd;E","Hefti","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5757","D","Dc","Cittadini","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5804","D","Ds;E","Cacace","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5812","D","Dd;E","Terracciano F.","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5994","D","Ds;Dc","Ebosse","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6039","D","Ds;Dc","Cabal","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"487","D","Dd;E","De Silvestri","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","D","Dc","Fazio","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2180","D","Dd;E","Karsdorp","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4432","D","Dc","Okoli","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5017","D","Ds;E","Ballo-Toure'","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5406","D","Dd;E","Di Pardo","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5686","D","E","Soppy","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5764","D","Dc","Coppola D.","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6028","D","Dd;Dc","Bronn","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6043","D","Dc","Sosa","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6401","D","Dc","Gonzalez F.","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","D","Dc","Dermaku","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","D","Dc","Tonelli","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"454","D","Dc","Capradossi","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1876","D","Ds;E","Pajac","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4952","D","Dc","Monterisi","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5399","D","Dc","Antov","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5424","D","Dd;Dc","Amey","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5833","D","Dc","Gila","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6021","D","Dd;Dc","Abankwah","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6023","D","Dc","Guessand A.","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6056","D","Dc","Guarino","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6149","D","Ds;E","Carboni F.","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6189","D","Dd;E","Missori","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6208","D","Dc","Flamingo","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","D","Dc","Smajlovic","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6235","D","Dd;Ds;E","Kayode","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6237","D","Dc","Szyminski","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6238","D","Dd;Ds;Dc","Oyono","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6239","D","Ds;E","Klitten","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6244","D","Dc","Matturro","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6253","D","Dc","N'guessan","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6256","D","Dd;E","Ferreira J.","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6257","D","Ds;E","Dorgu","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6407","D","Dd;Ds;E","Corazza","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6411","D","Dc","Mateus Lusuardi","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6430","D","Dc","Kalaj","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6432","D","Dd;Ds;E","Pierozzi","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6433","D","Dc","Huijsen","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"632","C","W;A","Zaccagni","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5685","C","C;T","Koopmeiners","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"335","C","W;A","Felipe Anderson","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2379","C","C","Rabiot","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2085","C","C;T","Luis Alberto","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2167","C","W","Orsolini","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","C","C;T","Zielinski","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1870","C","C","Barella","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4856","C","W;A","Chukwueze","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2423","C","T;A","Pulisic","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4486","C","W","Strefezza","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5687","C","W;T","Vlasic","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2848","C","C","Frattesi","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4427","C","T","Malinovskyi","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5858","C","C;T","Ferguson","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"530","C","C;T","Pellegrini Lo.","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"795","C","W;A","El Shaarawy","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2194","C","M;C","Calhanoglu","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5119","C","C;T","Samardzic","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","C","E;W","Lazovic","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"332","C","W","Candreva","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4142","C","C;T","Aouar","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4479","C","C;W;T","Elmas","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4711","C","E;W","Kostic","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5823","C","T;A","Baldanzi","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5850","C","C;T","Lovric","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5948","C","C;T","Kamada","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"367","C","C;T","Bonaventura","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
